# Weather station Los Angeles (airport), USA, WMO_ID=72295,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72295&lang=en
#
"Local time in Los Angeles (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"14.02.2019 10:00";"17.2";"751.5";"755.7";"";"93";"Wind blowing from the south";"7";"11";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"11.1";"17.2";"";"";"100-200";"";"";"3.2";"16.1";"16.0";"6";"";"";"";"";
"14.02.2019 04:00";"13.9";"752.2";"756.4";"";"93";"Wind blowing from the east";"6";"";"";"100%.";"Rain, not freezing, continuous, heavy at time of observation. ";"";"";"10.6";"16.1";"";"";"50-100";"";"";"3.2";"12.8";"19.0";"6";"";"";"";"";
"13.02.2019 22:00";"11.1";"756.1";"760.0";"";"97";"Wind blowing from the east";"5";"";"";"100%.";"Mist. ";"";"";"10.6";"14.4";"";"";"100-200";"";"";"4.8";"10.6";"0.3";"6";"";"";"";"";
"13.02.2019 16:00";"11.1";"756.1";"760.0";"";"80";"Wind blowing from the east";"9";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.1";"15.0";"";"";"600-1000";"";"";"9.0";"7.8";"2.0";"6";"";"";"";"";
"13.02.2019 10:00";"14.4";"757.6";"761.6";"";"44";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"10.6";"15.0";"";"";"1500-2000";"";"";"16.0";"2.2";"Trace of precipitation";"6";"";"";"";"";
"13.02.2019 04:00";"12.2";"757.0";"761.2";"";"53";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"11.7";"20.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"2.8";"";"";"";"";"";"";
"12.02.2019 22:00";"14.4";"758.6";"762.7";"";"42";"Wind blowing from the north-northwest";"2";"";"";"100%.";" ";"";"";"";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"12.02.2019 16:00";"15.6";"758.6";"762.7";"";"47";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"6.7";"20.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"12.02.2019 10:00";"15.6";"761.1";"765.3";"";"30";"Wind blowing from the north-east";"5";"";"";"70 – 80%.";" ";"";"";"6.7";"15.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"12.02.2019 04:00";"6.7";"760.6";"764.7";"";"60";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"6.7";"15.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"11.02.2019 22:00";"11.7";"762.1";"766.3";"";"57";"";"2";"";"";"no clouds";" ";"";"";"";"12.8";"";"";"";"";"";"16.0";"3.3";"";"";"";"";"";"";
"11.02.2019 16:00";"12.8";"761.1";"765.4";"";"59";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"7.8";"15.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.0";"";"";"";"";"";"";
"11.02.2019 10:00";"11.7";"762.9";"767.0";"";"51";"";"3";"";"";"20–30%.";" ";"";"";"5.6";"11.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"11.02.2019 04:00";"8.3";"760.3";"764.3";"";"39";"Wind blowing from the north";"4";"";"";"20–30%.";" ";"";"";"7.8";"14.4";"";"";"600-1000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"10.02.2019 22:00";"10.0";"759.8";"763.9";"";"43";"Wind blowing from the north";"5";"8";"";"20–30%.";" ";"";"";"9.4";"12.8";"";"";"1000-1500";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"10.02.2019 16:00";"12.8";"757.6";"761.6";"";"69";"Wind blowing from the west";"10";"";"";"70 – 80%.";" ";"";"";"9.4";"14.4";"";"";"600-1000";"";"";"16.0";"7.2";"2.0";"6";"";"";"";"";
"10.02.2019 10:00";"12.2";"759.1";"763.2";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"8.9";"12.8";"";"";"600-1000";"";"";"16.0";"8.9";"0.8";"6";"";"";"";"";
"10.02.2019 04:00";"9.4";"758.8";"762.8";"";"86";"Wind blowing from the east";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"14.4";"";"";"600-1000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"09.02.2019 22:00";"12.8";"759.4";"763.5";"";"72";"Wind blowing from the north-northeast";"3";"";"";"70 – 80%.";" ";"";"";"";"13.9";"";"";"600-1000";"";"";"16.0";"7.8";"Trace of precipitation";"6";"";"";"";"";
"09.02.2019 16:00";"13.9";"758.1";"762.3";"";"64";"Wind blowing from the west-southwest";"5";"";"";"50%.";" ";"";"";"7.8";"14.4";"";"";"1500-2000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"09.02.2019 10:00";"12.2";"759.4";"763.4";"";"75";"Wind blowing from the east";"4";"";"";"50%.";" ";"";"";"8.3";"12.2";"";"";"1000-1500";"";"";"16.0";"7.8";"6.0";"6";"";"";"";"";
"09.02.2019 04:00";"9.4";"757.6";"761.8";"";"74";"Wind blowing from the south-east";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"7.8";"16.1";"";"";"600-1000";"";"";"16.0";"5.0";"Trace of precipitation";"6";"";"";"";"";
"08.02.2019 22:00";"11.7";"759.1";"763.1";"";"59";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"";"13.9";"";"";"300-600";"";"";"16.0";"3.9";"";"";"";"";"";"";
"08.02.2019 16:00";"13.9";"758.8";"763.0";"";"53";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"6.7";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.02.2019 10:00";"13.3";"761.4";"765.5";"";"40";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"5.6";"13.3";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"08.02.2019 04:00";"7.2";"761.4";"765.3";"";"58";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"6.7";"16.1";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"07.02.2019 22:00";"11.1";"762.9";"766.9";"";"53";"Wind blowing from the north-northeast";"2";"";"";"no clouds";" ";"";"";"5.6";"14.4";"";"";"";"";"";"16.0";"1.7";"";"";"";"";"";"";
"07.02.2019 16:00";"14.4";"762.6";"766.9";"";"42";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"5.6";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"07.02.2019 10:00";"12.8";"765.1";"769.3";"";"38";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"6.1";"12.8";"";"";"";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"07.02.2019 04:00";"6.7";"763.4";"767.5";"";"55";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"5.6";"12.8";"";"";"";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"06.02.2019 22:00";"10.0";"762.9";"766.9";"";"32";"Wind blowing from the north";"4";"";"";"no clouds";" ";"";"";"7.2";"12.8";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"06.02.2019 16:00";"12.8";"760.3";"764.6";"";"40";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"7.2";"12.8";"";"";"1000-1500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"06.02.2019 10:00";"10.6";"761.4";"765.6";"";"33";"Wind blowing from the north-northwest";"3";"";"";"20–30%.";" ";"";"";"6.7";"11.1";"";"";"600-1000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"06.02.2019 04:00";"7.2";"758.8";"762.9";"";"46";"Wind blowing from the north-west";"3";"";"";"no clouds";" ";"";"";"7.2";"13.3";"";"";"";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"05.02.2019 22:00";"9.4";"757.6";"761.7";"";"55";"Wind blowing from the north-west";"4";"";"";"20–30%.";" ";"";"";"9.4";"12.8";"";"";"1000-1500";"";"";"16.0";"0.6";"";"";"";"";"";"";
"05.02.2019 16:00";"12.2";"755.3";"759.4";"";"57";"Wind blowing from the west";"10";"13";"";"20–30%.";" ";"";"";"10.6";"13.3";"";"";"1000-1500";"";"";"16.0";"3.9";"Trace of precipitation";"6";"";"";"";"";
"05.02.2019 10:00";"10.6";"756.6";"760.7";"";"80";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"9.4";"12.8";"";"";"1000-1500";"";"";"12.0";"7.2";"2.0";"6";"";"";"";"";
"05.02.2019 04:00";"11.1";"754.6";"758.5";"";"66";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"10.6";"15.6";"";"";"300-600";"";"";"16.0";"5.0";"2.0";"6";"";"";"";"";
"04.02.2019 22:00";"12.8";"754.3";"758.3";"";"72";"Wind blowing from the west";"9";"";"";"70 – 80%.";"Precipitation within sight, reaching the ground or the surface of the sea, near to, but not at the station. ";"";"";"11.7";"15.0";"";"";"600-1000";"";"";"16.0";"7.8";"Trace of precipitation";"6";"";"";"";"";
"04.02.2019 16:00";"15.0";"753.0";"757.0";"";"72";"Wind blowing from the south-west";"6";"";"";"70 – 80%.";" ";"";"";"11.7";"15.6";"";"";"600-1000";"";"";"16.0";"10.0";"2.0";"6";"";"";"";"";
"04.02.2019 10:00";"15.0";"754.3";"758.3";"";"72";"Wind blowing from the south-southwest";"8";"11";"";"100%.";" ";"";"";"12.2";"15.0";"";"";"200-300";"";"";"14.0";"10.0";"0.3";"6";"";"";"";"";
"04.02.2019 04:00";"12.2";"753.7";"757.8";"";"90";"Wind blowing from the south-southeast";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"11.7";"15.0";"";"";"300-600";"";"";"16.0";"10.6";"4.0";"6";"";"";"";"";
"03.02.2019 22:00";"12.2";"755.3";"759.3";"";"90";"";"2";"";"";"100%.";" ";"";"";"10.6";"14.4";"";"";"300-600";"";"";"12.0";"10.6";"3.0";"6";"";"";"";"";
"03.02.2019 16:00";"13.9";"754.8";"758.9";"";"81";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"10.6";"15.0";"";"";"300-600";"";"";"14.0";"10.6";"2.0";"6";"";"";"";"";
"03.02.2019 10:00";"13.3";"756.1";"760.1";"";"87";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"11.1";"14.4";"";"";"300-600";"";"";"16.0";"11.1";"0.5";"6";"";"";"";"";
"03.02.2019 04:00";"11.1";"754.8";"758.8";"";"89";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"10.6";"15.6";"";"";"600-1000";"";"";"16.0";"9.4";"0.3";"6";"";"";"";"";
"02.02.2019 22:00";"13.3";"754.0";"758.2";"";"75";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"12.8";"14.4";"";"";"600-1000";"";"";"16.0";"8.9";"1.0";"6";"";"";"";"";
"02.02.2019 16:00";"12.8";"752.0";"755.9";"";"87";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"12.2";"15.6";"";"";"300-600";"";"";"8.0";"10.6";"24.0";"6";"";"";"";"";
"02.02.2019 10:00";"15.0";"753.3";"757.3";"";"87";"Wind blowing from the south-southeast";"3";"8";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"12.2";"15.0";"";"";"200-300";"";"";"9.0";"12.8";"7.0";"6";"";"";"";"";
"02.02.2019 04:00";"13.3";"755.3";"759.2";"";"90";"Wind blowing from the east-southeast";"7";"11";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"12.8";"17.2";"";"";"300-600";"";"";"16.0";"11.7";"4.0";"6";"";"";"";"";
"01.02.2019 22:00";"13.9";"756.3";"760.3";"";"81";"Wind blowing from the east-southeast";"5";"";"";"70 – 80%.";" ";"";"";"";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.6";"Trace of precipitation";"6";"";"";"";"";
"01.02.2019 16:00";"15.6";"757.0";"761.1";"";"67";"Wind blowing from the south";"3";"";"";"70 – 80%.";" ";"";"";"9.4";"17.2";"";"";"600-1000";"";"";"16.0";"9.4";"";"";"";"";"";"";
"01.02.2019 10:00";"15.0";"758.6";"762.6";"";"78";"";"3";"";"";"70 – 80%.";" ";"";"";"9.4";"15.0";"";"";"300-600";"";"";"11.0";"11.1";"";"";"";"";"";"";
"01.02.2019 04:00";"9.4";"757.0";"761.2";"";"90";"";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"15.6";"";"";"300-600";"";"";"16.0";"7.8";"";"";"";"";"";"";
"31.01.2019 22:00";"12.8";"757.0";"761.2";"";"80";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.2";"15.6";"";"";"300-600";"";"";"16.0";"9.4";"";"";"";"";"";"";
"31.01.2019 16:00";"14.4";"755.8";"759.7";"";"81";"Wind blowing from the east-northeast";"5";"";"";"70 – 80%.";" ";"";"";"13.3";"15.6";"";"";"600-1000";"";"";"16.0";"11.1";"21.0";"6";"";"";"";"";
"31.01.2019 10:00";"15.0";"756.6";"760.7";"";"78";"Wind blowing from the east-southeast";"5";"";"";"100%.";"Thunderstorm, slight or moderate, without hail, but with rain and/or snow at time of observation. ";"";"";"13.9";"15.0";"";"";"600-1000";"";"";"14.0";"11.1";"";"";"";"";"";"";
"31.01.2019 04:00";"13.9";"756.1";"760.2";"";"90";"Wind blowing from the east";"2";"";"";"100%.";"Mist. ";"";"";"12.8";"17.8";"";"";"300-600";"";"";"9.0";"12.2";"";"";"";"";"";"";
"30.01.2019 22:00";"14.4";"756.3";"760.3";"";"84";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"12.8";"16.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"11.7";"";"";"";"";"";"";
"30.01.2019 16:00";"16.7";"754.8";"759.0";"";"75";"Wind blowing from the west";"3";"";"";"20–30%.";" ";"";"";"12.8";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.2";"";"";"";"";"";"";
"30.01.2019 10:00";"15.6";"756.8";"761.0";"";"80";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"12.8";"16.1";"";"";"300-600";"";"";"11.0";"12.2";"";"";"";"";"";"";
"30.01.2019 04:00";"13.3";"755.0";"759.1";"";"90";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"12.8";"20.0";"";"";"300-600";"";"";"16.0";"11.7";"";"";"";"";"";"";
"29.01.2019 22:00";"14.4";"755.0";"759.1";"";"90";"Wind blowing from the east-northeast";"2";"";"";"no clouds";" ";"";"";"13.3";"17.2";"";"";"";"";"";"12.0";"12.8";"";"";"";"";"";"";
"29.01.2019 16:00";"17.2";"754.3";"758.2";"";"73";"Wind blowing from the west";"4";"";"";"70 – 80%.";" ";"";"";"13.3";"20.0";"";"";"300-600";"";"";"16.0";"12.2";"Trace of precipitation";"6";"";"";"";"";
"29.01.2019 10:00";"17.8";"756.8";"760.9";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";"Haze. ";"";"";"12.8";"17.8";"";"";"300-600";"";"";"6.0";"12.8";"";"";"";"";"";"";
"29.01.2019 04:00";"14.4";"755.8";"759.9";"";"93";"Wind blowing from the south-east";"2";"";"";"70 – 80%.";" ";"";"";"13.3";"21.1";"";"";"100-200";"";"";"12.0";"13.3";"";"";"";"";"";"";
"28.01.2019 22:00";"15.0";"757.3";"761.2";"";"87";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"11.7";"17.2";"";"";"2500 or more, or no clouds.";"";"";"14.0";"12.8";"";"";"";"";"";"";
"28.01.2019 16:00";"17.2";"756.8";"760.9";"";"58";"Wind blowing from the west";"5";"";"";"70 – 80%.";" ";"";"";"11.7";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"28.01.2019 10:00";"16.7";"758.6";"762.5";"";"50";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"9.4";"16.7";"";"";"300-600";"";"";"16.0";"6.1";"";"";"";"";"";"";
"28.01.2019 04:00";"12.2";"757.3";"761.2";"";"67";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"11.7";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.1";"";"";"";"";"";"";
"27.01.2019 22:00";"15.6";"758.3";"762.3";"";"80";"Wind blowing from the south-southeast";"2";"";"";"20–30%.";" ";"";"";"11.1";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"12.2";"";"";"";"";"";"";
"27.01.2019 16:00";"19.4";"758.6";"762.8";"";"37";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"11.1";"22.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"27.01.2019 10:00";"21.1";"761.6";"765.6";"";"28";"Wind blowing from the east-northeast";"2";"";"";"70 – 80%.";" ";"";"";"10.6";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"27.01.2019 04:00";"12.8";"761.4";"765.4";"";"45";"Wind blowing from the east";"2";"";"";"20–30%.";" ";"";"";"11.1";"23.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"26.01.2019 22:00";"17.8";"762.6";"766.6";"";"32";"";"2";"";"";"50%.";" ";"";"";"11.7";"22.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"0.6";"";"";"";"";"";"";
"26.01.2019 16:00";"22.2";"761.4";"765.6";"";"25";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"23.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"26.01.2019 10:00";"20.6";"763.1";"767.2";"";"27";"Wind blowing from the east-southeast";"2";"";"";"50%.";" ";"";"";"10.0";"20.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.1";"";"";"";"";"";"";
"26.01.2019 04:00";"12.8";"762.4";"766.4";"";"37";"Wind blowing from the east";"3";"";"";"70 – 80%.";" ";"";"";"11.7";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"25.01.2019 22:00";"17.8";"761.6";"765.7";"";"41";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"25.01.2019 16:00";"19.4";"759.4";"763.6";"";"41";"Wind blowing from the west";"6";"";"";"20–30%.";" ";"";"";"10.0";"23.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"25.01.2019 10:00";"18.3";"761.8";"765.7";"";"33";"Wind blowing from the east-northeast";"3";"";"";"20–30%.";" ";"";"";"10.6";"18.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"1.7";"";"";"";"";"";"";
"25.01.2019 04:00";"11.1";"760.6";"764.6";"";"49";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"10.0";"25.6";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"24.01.2019 22:00";"17.8";"760.6";"764.7";"";"32";"Wind blowing from the east-northeast";"3";"";"";"no clouds";" ";"";"";"";"20.0";"";"";"";"";"";"16.0";"0.6";"";"";"";"";"";"";
"24.01.2019 16:00";"20.0";"760.3";"764.7";"";"44";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"10.0";"25.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"24.01.2019 10:00";"18.3";"761.6";"765.6";"";"33";"";"2";"";"";"50%.";" ";"";"";"9.4";"18.3";"";"";"1500-2000";"";"";"16.0";"1.7";"";"";"";"";"";"";
"24.01.2019 04:00";"11.1";"760.6";"764.5";"";"55";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"10.0";"18.3";"";"";"";"";"";"16.0";"2.2";"";"";"";"";"";"";
"23.01.2019 22:00";"13.3";"761.8";"766.0";"";"67";"Wind blowing from the west-southwest";"2";"";"";"no clouds";" ";"";"";"";"16.1";"";"";"";"";"";"16.0";"7.2";"";"";"";"";"";"";
"23.01.2019 16:00";"16.1";"762.6";"766.8";"";"50";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"7.2";"18.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"5.6";"";"";"";"";"";"";
"23.01.2019 10:00";"16.1";"766.6";"770.8";"";"26";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"7.2";"16.1";"";"";"";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"23.01.2019 04:00";"8.3";"765.7";"769.7";"";"48";"Wind blowing from the east";"2";"";"";"no clouds";" ";"";"";"7.2";"18.3";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"22.01.2019 22:00";"13.3";"765.9";"770.0";"";"27";"Wind blowing from the south-east";"2";"";"";"20–30%.";" ";"";"";"12.2";"17.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"22.01.2019 16:00";"17.2";"764.2";"768.2";"";"26";"Wind blowing from the west-southwest";"4";"";"";"50%.";" ";"";"";"12.2";"18.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"22.01.2019 10:00";"16.1";"764.4";"768.6";"";"26";"Wind blowing from the south-southwest";"2";"";"";"50%.";" ";"";"";"11.1";"16.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"22.01.2019 04:00";"12.2";"761.1";"765.1";"";"43";"Wind blowing from the north";"6";"";"";"no clouds";" ";"";"";"12.2";"16.7";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"21.01.2019 22:00";"13.3";"760.6";"764.8";"";"40";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"12.8";"16.1";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
"21.01.2019 16:00";"16.1";"758.6";"762.7";"";"56";"Wind blowing from the west";"10";"15";"";"20–30%.";" ";"";"";"13.3";"16.7";"";"";"1500-2000";"";"";"16.0";"7.2";"";"";"";"";"";"";
"21.01.2019 10:00";"15.0";"761.1";"765.2";"";"35";"Wind blowing from the north";"8";"10";"";"50%.";" ";"";"";"12.2";"16.1";"";"";"300-600";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"21.01.2019 04:00";"13.3";"758.3";"762.4";"";"60";"Wind blowing from the west";"12";"17";"";"20–30%.";" ";"";"";"13.3";"21.1";"";"";"300-600";"";"";"16.0";"5.6";"";"";"";"";"";"";
"20.01.2019 22:00";"15.0";"757.8";"761.8";"";"87";"Wind blowing from the west";"10";"";"";"20–30%.";" ";"";"";"12.8";"18.3";"";"";"300-600";"";"";"16.0";"12.8";"";"";"";"";"";"";
"20.01.2019 16:00";"16.7";"757.6";"761.8";"";"84";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"12.8";"21.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"13.9";"";"";"";"";"";"";
"20.01.2019 10:00";"18.9";"760.3";"764.4";"";"56";"Wind blowing from the west-southwest";"2";"";"";"70 – 80%.";" ";"";"";"12.2";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"20.01.2019 04:00";"13.9";"759.8";"763.9";"";"62";"Wind blowing from the north-east";"2";"";"";"20–30%.";" ";"";"";"12.8";"24.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"6.7";"";"";"";"";"";"";
"19.01.2019 22:00";"18.3";"761.6";"765.6";"";"54";"";"3";"";"";"70 – 80%.";" ";"";"";"";"18.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"8.9";"";"";"";"";"";"";
"19.01.2019 16:00";"18.9";"761.4";"765.7";"";"56";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"11.1";"24.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"10.0";"";"";"";"";"";"";
"19.01.2019 10:00";"19.4";"764.9";"768.9";"";"45";"Wind blowing from the north-east";"3";"";"";"20–30%.";" ";"";"";"11.1";"19.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"7.2";"";"";"";"";"";"";
"19.01.2019 04:00";"11.7";"763.6";"767.6";"";"86";"Wind blowing from the north-east";"3";"";"";"no clouds";" ";"";"";"11.1";"17.8";"";"";"";"";"";"16.0";"9.4";"";"";"";"";"";"";
"18.01.2019 22:00";"14.4";"764.6";"768.7";"";"90";"Calm, no wind";"0";"";"";"20–30%.";" ";"";"";"12.8";"16.1";"";"";"200-300";"";"";"12.0";"12.8";"";"";"";"";"";"";
"18.01.2019 16:00";"16.1";"763.6";"767.7";"";"81";"Wind blowing from the west";"5";"";"";"50%.";" ";"";"";"12.8";"17.8";"";"";"600-1000";"";"";"16.0";"12.8";"";"";"";"";"";"";
"18.01.2019 10:00";"15.0";"764.6";"768.8";"";"87";"Wind blowing from the east-southeast";"2";"";"";"70 – 80%.";"Mist. ";"";"";"12.2";"15.0";"";"";"200-300";"";"";"8.0";"12.8";"";"";"";"";"";"";
"18.01.2019 04:00";"13.3";"763.4";"767.4";"";"93";"Wind blowing from the east-northeast";"2";"";"";"50%.";" ";"";"";"12.8";"16.1";"";"";"300-600";"";"";"12.0";"12.2";"";"";"";"";"";"";
"18.01.2019 01:00";"15.0";"763.1";"767.2";"";"93";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"14.4";"16.1";"";"";"200-300";"";"";"16.0";"13.9";"Trace of precipitation";"6";"";"";"";"";
"17.01.2019 22:00";"15.0";"763.1";"767.2";"";"93";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"14.4";"16.1";"";"";"200-300";"";"";"16.0";"13.9";"Trace of precipitation";"6";"";"";"";"";
"17.01.2019 19:00";"15.6";"761.6";"765.8";"";"93";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"15.0";"16.1";"";"";"200-300";"";"";"16.0";"14.4";"2.0";"6";"";"";"";"";
"17.01.2019 16:00";"15.6";"761.6";"765.8";"-0.2";"93";"Wind blowing from the west-southwest";"6";"";"";"100%.";" ";"";"";"15.0";"16.1";"";"";"200-300";"";"";"16.0";"14.4";"2.0";"6";"";"";"";"";
"17.01.2019 13:00";"16.1";"761.8";"766.0";"";"97";"Wind blowing from the south-west";"9";"25";"";"";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"15.0";"16.1";"";"";"100-200";"";"";"3.2";"15.6";"10.0";"6";"";"";"";"";
"17.01.2019 10:00";"16.1";"761.8";"766.0";"";"97";"Wind blowing from the south-west";"9";"13";"";"";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"15.0";"16.1";"";"";"100-200";"";"";"3.2";"15.6";"10.0";"6";"";"";"";"";
