# Weather station Chicago / Midway (airport), USA, WMO_ID=72534,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72534&lang=en
#
"Local time in Chicago / Midway (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"28.01.2019 15:00";"-5.6";"734.9";"752.8";"";"85";"Wind blowing from the west";"9";"13";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"-7.8";"";"";"";"";"";"";
"28.01.2019 09:00";"0.6";"732.7";"750.6";"";"96";"Wind blowing from the south-southwest";"6";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"2.8";"0.0";"3.0";"3";"";"";"";"";
"28.01.2019 03:00";"-10.0";"737.4";"755.8";"";"84";"Wind blowing from the south-east";"7";"";"";"";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"1.2";"-12.2";"0.3";"3";"";"";"";"";
"27.01.2019 21:00";"-12.8";"745.4";"764.1";"";"52";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-20.6";"";"";"";"";"";"";
"27.01.2019 15:00";"-12.8";"747.4";"766.2";"";"46";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-22.2";"";"";"";"";"";"";
"27.01.2019 09:00";"-17.2";"749.2";"767.9";"";"72";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-21.1";"";"";"";"";"";"";
"27.01.2019 03:00";"-17.2";"746.4";"764.9";"";"79";"Wind blowing from the west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-20.0";"Trace of precipitation";"3";"";"";"";"";
"26.01.2019 21:00";"-11.1";"743.6";"762.4";"";"84";"Wind blowing from the west";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"-13.3";"0.5";"3";"";"";"";"";
"26.01.2019 15:00";"-11.1";"745.1";"764.0";"";"61";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-17.2";"";"";"";"";"";"";
"26.01.2019 09:00";"-18.3";"749.6";"768.4";"";"72";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-22.2";"";"";"";"";"";"";
"26.01.2019 03:00";"-18.3";"750.1";"769.2";"";"68";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-22.8";"";"";"";"";"";"";
"25.01.2019 21:00";"-13.9";"749.6";"768.7";"";"76";"Wind blowing from the north-northwest";"2";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"1500-2000";"";"";"16.0";"-17.2";"Trace of precipitation";"3";"";"";"";"";
"25.01.2019 15:00";"-14.4";"749.6";"768.7";"";"63";"Wind blowing from the west";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"1000-1500";"";"";"3.2";"-20.0";"Trace of precipitation";"3";"";"";"";"";
"25.01.2019 09:00";"-19.4";"751.1";"770.2";"";"68";"Wind blowing from the west-southwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-23.9";"";"";"";"";"";"";
"25.01.2019 03:00";"-18.3";"749.6";"768.1";"";"68";"Wind blowing from the west";"5";"10";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"16.0";"-22.8";"";"";"";"";"";"";
"24.01.2019 21:00";"-13.9";"746.2";"764.8";"";"73";"Wind blowing from the west";"9";"13";"";"50%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-17.8";"Trace of precipitation";"3";"";"";"";"";
"24.01.2019 15:00";"-5.6";"741.7";"759.8";"";"78";"Wind blowing from the west";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"4.8";"-8.9";"Trace of precipitation";"3";"";"";"";"";
"24.01.2019 09:00";"-10.0";"741.9";"760.0";"";"84";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";"Mist. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"8.0";"-12.2";"";"";"";"";"";"";
"24.01.2019 03:00";"-8.9";"741.1";"759.1";"";"84";"Wind blowing from the west";"3";"";"";"no clouds";" ";"";"";"";"";"";"";"";"";"";"14.0";"-11.1";"";"";"";"";"";"";
"23.01.2019 21:00";"-6.1";"741.4";"759.3";"";"78";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"23.01.2019 15:00";"-4.4";"738.9";"756.5";"";"81";"Wind blowing from the west-northwest";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"-7.2";"Trace of precipitation";"3";"";"";"";"";
"23.01.2019 09:00";"0.6";"735.9";"753.2";"";"96";"Wind blowing from the north";"4";"";"";"100%.";"Continuous fall of snowflakes, moderate at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"4.8";"0.0";"1.0";"3";"";"";"";"";
"23.01.2019 03:00";"1.1";"739.2";"756.7";"";"100";"Wind blowing from the east";"2";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"100-200";"";"";"2.4";"1.1";"0.3";"3";"";"";"";"";
"22.01.2019 21:00";"1.1";"743.4";"761.2";"";"92";"Wind blowing from the south";"3";"";"";"100%.";"Continuous fall of snowflakes, moderate at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"4.8";"0.0";"0.8";"3";"";"";"";"";
"22.01.2019 15:00";"-0.6";"745.4";"763.3";"";"89";"Wind blowing from the south-southwest";"6";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"3.2";"-2.2";"0.3";"3";"";"";"";"";
"22.01.2019 09:00";"-5.6";"749.2";"767.4";"";"55";"Wind blowing from the south";"6";"12";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"22.01.2019 03:00";"-9.4";"752.2";"770.7";"";"56";"Wind blowing from the south-southeast";"3";"8";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-16.7";"";"";"";"";"";"";
"21.01.2019 21:00";"-11.7";"755.1";"774.0";"";"51";"Wind blowing from the south-east";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-20.0";"";"";"";"";"";"";
"21.01.2019 15:00";"-9.4";"757.3";"776.1";"";"40";"Wind blowing from the east-southeast";"5";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-20.6";"";"";"";"";"";"";
"21.01.2019 09:00";"-12.8";"759.4";"778.3";"";"66";"Wind blowing from the south-east";"4";"";"";"70 – 80%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"-17.8";"Trace of precipitation";"3";"";"";"";"";
"21.01.2019 03:00";"-12.8";"756.9";"775.6";"";"84";"Calm, no wind";"0";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"8.0";"-15.0";"Trace of precipitation";"3";"";"";"";"";
"20.01.2019 21:00";"-12.8";"755.6";"774.5";"";"58";"Wind blowing from the north-northwest";"5";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-19.4";"Trace of precipitation";"3";"";"";"";"";
"20.01.2019 15:00";"-8.3";"752.9";"771.4";"";"59";"Wind blowing from the north";"7";"11";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"20.01.2019 09:00";"-12.8";"751.6";"770.0";"";"64";"Wind blowing from the north-west";"7";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-18.3";"";"";"";"";"";"";
"20.01.2019 03:00";"-10.6";"749.2";"767.2";"";"77";"Wind blowing from the north-northwest";"7";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"-13.9";"Trace of precipitation";"3";"";"";"";"";
"19.01.2019 21:00";"-5.0";"745.6";"763.7";"";"78";"Wind blowing from the north-northwest";"9";"13";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"-8.3";"Trace of precipitation";"3";"";"";"";"";
"19.01.2019 15:00";"-3.3";"743.9";"761.5";"";"81";"Wind blowing from the north-northeast";"12";"17";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-6.1";"Trace of precipitation";"3";"";"";"";"";
"19.01.2019 09:00";"-3.3";"745.6";"763.4";"";"88";"Wind blowing from the north-east";"11";"14";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"1.6";"-5.0";"0.3";"3";"";"";"";"";
"19.01.2019 03:00";"-1.7";"746.6";"764.4";"";"89";"Wind blowing from the east";"8";"12";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"-3.3";"0.3";"3";"";"";"";"";
"18.01.2019 21:00";"-1.1";"748.4";"766.3";"";"82";"Wind blowing from the east";"7";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-3.9";"Trace of precipitation";"3";"";"";"";"";
"18.01.2019 15:00";"-1.1";"748.9";"766.7";"";"72";"Wind blowing from the north-east";"7";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"-5.6";"";"";"";"";"";"";
"18.01.2019 09:00";"-0.6";"748.9";"766.7";"1.2";"69";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"-5.6";"";"";"";"";"";"";
"18.01.2019 06:00";"0.0";"747.7";"765.3";"";"75";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"18.01.2019 03:00";"0.0";"747.7";"765.3";"1.8";"75";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"18.01.2019 00:00";"0.6";"745.9";"763.6";"";"78";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"17.01.2019 21:00";"0.6";"745.9";"763.6";"";"78";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"14.0";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"17.01.2019 15:00";"1.7";"744.7";"762.4";"";"78";"Wind blowing from the west";"2";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"-1.7";"";"";"";"";"";"";
"17.01.2019 09:00";"-0.6";"747.4";"765.2";"";"89";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"6.0";"-2.2";"";"";"";"";"";"";
"17.01.2019 03:00";"-1.1";"749.9";"767.7";"";"72";"Wind blowing from the east";"4";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"16.01.2019 21:00";"-1.1";"751.9";"769.7";"";"69";"Wind blowing from the east-northeast";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"16.01.2019 15:00";"0.0";"751.6";"769.3";"";"73";"Wind blowing from the east";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"16.01.2019 09:00";"0.0";"750.7";"768.6";"";"64";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"16.01.2019 03:00";"1.1";"747.4";"765.3";"";"89";"Wind blowing from the west";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"-0.6";"Trace of precipitation";"3";"";"";"";"";
"15.01.2019 21:00";"-0.6";"746.4";"764.3";"";"89";"Wind blowing from the west-southwest";"7";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"8.0";"-2.2";"Trace of precipitation";"3";"";"";"";"";
"15.01.2019 18:00";"-2.2";"747.4";"765.4";"";"85";"Wind blowing from the west-southwest";"7";"21";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"15.01.2019 15:00";"-2.2";"747.4";"765.4";"-3.0";"85";"Wind blowing from the west-southwest";"7";"11";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"15.01.2019 12:00";"-2.8";"750.4";"768.3";"";"81";"Wind blowing from the west-southwest";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"-5.6";"";"";"";"";"";"";
"15.01.2019 09:00";"-2.8";"750.4";"768.3";"-0.7";"81";"Wind blowing from the west-southwest";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"-5.6";"";"";"";"";"";"";
"15.01.2019 06:00";"-3.3";"751.1";"769.2";"";"84";"Wind blowing from the west";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"-5.6";"Trace of precipitation";"3";"";"";"";"";
"15.01.2019 03:00";"-3.3";"751.1";"769.2";"-0.8";"84";"Wind blowing from the west";"5";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"6.0";"-5.6";"Trace of precipitation";"3";"";"";"";"";
"15.01.2019 00:00";"-4.4";"751.9";"770.1";"";"84";"Wind blowing from the west-southwest";"6";"18";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"-6.7";"";"";"";"";"";"";
"14.01.2019 21:00";"-4.4";"751.9";"770.1";"";"84";"Wind blowing from the west-southwest";"6";"9";"";"100%.";"Mist. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"-6.7";"";"";"";"";"";"";
"14.01.2019 15:00";"-2.8";"752.2";"770.2";"";"78";"Wind blowing from the south-west";"5";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"-6.1";"";"";"";"";"";"";
"14.01.2019 09:00";"-3.9";"754.1";"772.3";"";"85";"Wind blowing from the west-northwest";"3";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"12.0";"-6.1";"";"";"";"";"";"";
"14.01.2019 03:00";"-5.0";"754.6";"772.6";"-0.3";"85";"Wind blowing from the west-northwest";"3";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-7.2";"";"";"";"";"";"";
"14.01.2019 00:00";"-1.7";"754.9";"772.9";"";"72";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"13.01.2019 21:00";"-1.7";"754.9";"772.9";"0.6";"72";"Wind blowing from the north";"2";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"13.01.2019 18:00";"0.0";"754.3";"772.3";"";"64";"Wind blowing from the north-northeast";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"13.01.2019 15:00";"0.0";"754.3";"772.3";"-0.3";"64";"Wind blowing from the north-northeast";"6";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"13.01.2019 12:00";"-1.1";"754.6";"772.6";"";"75";"Wind blowing from the north-east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"13.01.2019 09:00";"-1.1";"754.6";"772.6";"1.2";"75";"Wind blowing from the north-east";"6";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"13.01.2019 06:00";"-1.7";"753.4";"771.4";"";"89";"Wind blowing from the east-northeast";"7";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"2.8";"-3.3";"Trace of precipitation";"3";"";"";"";"";
"13.01.2019 03:00";"-1.7";"753.4";"771.4";"";"89";"Wind blowing from the east-northeast";"7";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"2.8";"-3.3";"Trace of precipitation";"3";"";"";"";"";
"12.01.2019 21:00";"-0.6";"753.1";"771.0";"";"82";"Wind blowing from the east";"7";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"9.0";"-3.3";"Trace of precipitation";"3";"";"";"";"";
"12.01.2019 15:00";"-1.1";"752.2";"770.1";"-1.7";"88";"Wind blowing from the east";"7";"";"";"100%.";"Continuous fall of snowflakes, moderate at time of observation. ";"";"";"";"";"";"";"200-300";"";"";"0.8";"-2.8";"0.5";"3";"";"";"";"";
"12.01.2019 12:00";"-1.1";"753.9";"771.8";"";"88";"Wind blowing from the east";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"1.6";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"12.01.2019 09:00";"-1.1";"753.9";"771.8";"";"88";"Wind blowing from the east";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"1.6";"-2.8";"Trace of precipitation";"3";"";"";"";"";
"12.01.2019 06:00";"-1.1";"752.9";"770.9";"";"72";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"12.0";"-5.6";"";"";"";"";"";"";
"12.01.2019 03:00";"-1.1";"752.9";"770.9";"";"72";"Wind blowing from the east-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"12.0";"-5.6";"";"";"";"";"";"";
"11.01.2019 21:00";"-0.6";"753.1";"770.9";"";"67";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"11.01.2019 15:00";"-0.6";"752.9";"770.8";"-1.7";"64";"Wind blowing from the south";"3";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"11.01.2019 12:00";"-2.2";"754.6";"772.8";"";"72";"";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"11.01.2019 09:00";"-2.2";"754.6";"772.8";"0.0";"72";"";"3";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"11.01.2019 06:00";"-4.4";"754.6";"772.7";"";"77";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"-7.8";"";"";"";"";"";"";
"11.01.2019 03:00";"-4.4";"754.6";"772.7";"-0.3";"77";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"";"";"";"";"600-1000";"";"";"14.0";"-7.8";"";"";"";"";"";"";
"11.01.2019 00:00";"-4.4";"754.9";"773.1";"";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"10.01.2019 21:00";"-4.4";"754.9";"773.1";"";"68";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"10.01.2019 15:00";"-3.9";"754.3";"772.9";"-1.8";"66";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-9.4";"Trace of precipitation";"3";"";"";"";"";
"10.01.2019 12:00";"-7.8";"756.1";"774.6";"";"65";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"10.01.2019 09:00";"-7.8";"756.1";"774.6";"";"65";"Wind blowing from the west";"4";"";"";"100%.";" ";"";"";"";"";"";"";"300-600";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"10.01.2019 06:00";"-8.9";"754.9";"773.2";"";"59";"Wind blowing from the north-northwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"10.01.2019 03:00";"-8.9";"754.9";"773.2";"1.0";"59";"Wind blowing from the north-northwest";"4";"";"";"20–30%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"10.01.2019 00:00";"-7.2";"753.9";"772.3";"";"57";"Wind blowing from the north";"6";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-14.4";"";"";"";"";"";"";
"09.01.2019 21:00";"-7.2";"753.9";"772.3";"1.5";"57";"Wind blowing from the north";"6";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-14.4";"";"";"";"";"";"";
"09.01.2019 18:00";"-5.6";"752.4";"770.6";"";"50";"Wind blowing from the west-northwest";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-14.4";"Trace of precipitation";"3";"";"";"";"";
"09.01.2019 15:00";"-5.6";"752.4";"770.6";"1.5";"50";"Wind blowing from the west-northwest";"7";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-14.4";"Trace of precipitation";"3";"";"";"";"";
"09.01.2019 12:00";"-6.1";"750.9";"768.8";"";"59";"Wind blowing from the north-west";"8";"24";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-12.8";"Trace of precipitation";"3";"";"";"";"";
"09.01.2019 09:00";"-6.1";"750.9";"768.8";"2.8";"59";"Wind blowing from the north-west";"8";"12";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-12.8";"Trace of precipitation";"3";"";"";"";"";
"09.01.2019 06:00";"-5.6";"748.1";"765.8";"";"60";"Wind blowing from the west";"9";"26";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-12.2";"Trace of precipitation";"3";"";"";"";"";
"09.01.2019 03:00";"-5.6";"748.1";"765.8";"3.2";"60";"Wind blowing from the west";"9";"13";"";"70 – 80%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-12.2";"Trace of precipitation";"3";"";"";"";"";
"09.01.2019 00:00";"0.0";"744.9";"762.3";"";"56";"Wind blowing from the north-west";"11";"";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"08.01.2019 21:00";"0.0";"744.9";"762.3";"3.5";"56";"Wind blowing from the north-west";"11";"17";"";"70 – 80%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"08.01.2019 18:00";"7.8";"741.4";"758.7";"";"38";"Wind blowing from the west-northwest";"12";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"08.01.2019 15:00";"7.8";"741.4";"758.7";"3.3";"38";"Wind blowing from the west-northwest";"12";"17";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"08.01.2019 14:00";"7.8";"741.4";"758.7";"";"38";"Wind blowing from the west-northwest";"12";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"08.01.2019 12:00";"6.7";"738.1";"755.3";"";"85";"Wind blowing from the west-southwest";"5";"17";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.01.2019 09:00";"6.7";"738.1";"755.3";"-2.1";"85";"Wind blowing from the west-southwest";"5";"9";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.01.2019 08:00";"6.7";"738.1";"755.3";"";"85";"Wind blowing from the west-southwest";"5";"17";"";"70 – 80%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"4.4";"";"";"";"";"";"";
"08.01.2019 06:00";"3.9";"740.2";"757.1";"";"89";"Wind blowing from the south-west";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"2.2";"";"";"";"";"";"";
"08.01.2019 03:00";"3.9";"740.2";"757.1";"1.0";"89";"Wind blowing from the south-west";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"2.2";"";"";"";"";"";"";
"08.01.2019 02:00";"3.9";"740.2";"757.1";"";"89";"Wind blowing from the south-west";"4";"";"";"100%.";"Mist. ";"";"";"";"";"";"";"200-300";"";"";"9.0";"2.2";"";"";"";"";"";"";
"08.01.2019 00:00";"6.7";"739.2";"756.1";"";"83";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"07.01.2019 21:00";"6.7";"739.2";"756.1";"5.6";"83";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"07.01.2019 20:00";"6.7";"739.2";"756.1";"";"83";"Wind blowing from the west";"7";"";"";"50%.";" ";"";"";"";"";"";"";"600-1000";"";"";"16.0";"3.9";"";"";"";"";"";"";
"07.01.2019 18:00";"12.2";"733.6";"750.4";"";"93";"Wind blowing from the west-southwest";"10";"30";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"11.1";"2.0";"3";"";"";"";"";
"07.01.2019 15:00";"12.2";"733.6";"750.4";"-5.1";"93";"Wind blowing from the west-southwest";"10";"15";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"11.1";"2.0";"3";"";"";"";"";
"07.01.2019 14:00";"12.2";"733.6";"750.4";"";"93";"Wind blowing from the west-southwest";"10";"30";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"";"";"";"300-600";"";"";"8.0";"11.1";"2.0";"3";"";"";"";"";
