# Weather station Springfield (airport), USA, WMO_ID=72440,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72440&lang=en
#
"Local time in Springfield (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"31.01.2019 00:00";"-10.6";"733.6";"770.1";"";"56";"Wind blowing from the east-northeast";"3";"";"";"100%.";" ";"";"";"-12.8";"-8.3";"";"";"1500-2000";"";"";"16.0";"-17.8";"";"";"";"";"";"";
"30.01.2019 18:00";"-8.9";"733.1";"769.5";"";"45";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"-12.8";"-8.3";"";"";"2000-2500";"";"";"16.0";"-18.9";"";"";"";"";"";"";
"30.01.2019 12:00";"-11.7";"735.8";"772.3";"";"42";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"-14.4";"-8.3";"";"";"1500-2000";"";"";"16.0";"-22.2";"";"";"";"";"";"";
"30.01.2019 06:00";"-12.8";"734.8";"770.9";"";"55";"Wind blowing from the north";"6";"";"";"100%.";" ";"";"";"-12.8";"2.8";"";"";"2000-2500";"";"";"16.0";"-20.0";"0.3";"6";"";"";"";"";
"30.01.2019 00:00";"-8.3";"732.4";"768.2";"";"74";"Wind blowing from the north";"7";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-9.4";"1.1";"";"";"600-1000";"";"";"3.2";"-12.2";"0.5";"6";"";"";"";"";
"29.01.2019 18:00";"1.1";"730.0";"765.5";"";"44";"Wind blowing from the west-northwest";"4";"";"";"100%.";" ";"";"";"-9.3";"2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"29.01.2019 12:00";"0.6";"731.4";"767.0";"";"42";"Wind blowing from the west";"8";"11";"";"no clouds";" ";"";"";"-10.0";"1.1";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"29.01.2019 06:00";"-9.4";"732.1";"768.1";"";"64";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"-9.4";"8.3";"";"";"";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"29.01.2019 00:00";"-6.7";"732.4";"768.1";"";"55";"Wind blowing from the north-northwest";"8";"";"";"no clouds";" ";"";"";"-7.2";"8.3";"";"";"";"";"";"16.0";"-14.4";"";"";"";"";"";"";
"28.01.2019 18:00";"-2.2";"729.7";"764.8";"";"56";"Wind blowing from the north-west";"7";"15";"";"100%.";" ";"";"";"-2.2";"7.8";"";"";"1000-1500";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"28.01.2019 12:00";"2.2";"725.5";"760.5";"";"70";"Wind blowing from the north-northwest";"10";"13";"";"70 – 80%.";" ";"";"";"1.7";"8.3";"";"";"600-1000";"";"";"16.0";"-2.8";"2.0";"6";"";"";"";"";
"28.01.2019 06:00";"7.2";"720.4";"754.6";"";"52";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"3.9";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"28.01.2019 00:00";"5.6";"721.1";"755.7";"";"58";"Wind blowing from the south";"7";"";"";"no clouds";" ";"";"";"";"8.3";"";"";"";"";"";"16.0";"-2.2";"";"";"";"";"";"";
"27.01.2019 18:00";"8.3";"724.3";"759.1";"";"50";"Wind blowing from the south";"4";"";"";"100%.";" ";"";"";"-1.0";"11.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"27.01.2019 12:00";"7.2";"728.7";"763.7";"";"58";"Wind blowing from the south-west";"2";"";"";"no clouds";" ";"";"";"0.0";"7.8";"";"";"";"";"";"16.0";"-0.6";"Trace of precipitation";"6";"";"";"";"";
"27.01.2019 06:00";"1.1";"729.2";"764.2";"";"79";"Wind blowing from the north-northeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"-1.1";"10.6";"";"";"600-1000";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"27.01.2019 00:00";"1.1";"729.7";"764.5";"";"73";"Calm, no wind";"0";"";"";"70 – 80%.";" ";"";"";"-7.2";"6.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"26.01.2019 18:00";"6.1";"728.0";"763.1";"";"49";"Wind blowing from the south-west";"5";"";"";"70 – 80%.";" ";"";"";"-7.1";"10.6";"";"";"2000-2500";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"26.01.2019 12:00";"8.3";"729.2";"764.5";"";"44";"Wind blowing from the west-southwest";"11";"17";"";"100%.";" ";"";"";"-6.7";"8.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"26.01.2019 06:00";"-5.6";"731.2";"767.0";"";"75";"Wind blowing from the south";"4";"";"";"no clouds";" ";"";"";"-7.2";"1.7";"";"";"";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"26.01.2019 00:00";"-3.9";"732.7";"768.5";"";"78";"Wind blowing from the south-west";"3";"";"";"70 – 80%.";" ";"";"";"";"-2.2";"";"";"1500-2000";"";"";"16.0";"-7.2";"Trace of precipitation";"6";"";"";"";"";
"25.01.2019 18:00";"-2.8";"731.9";"767.9";"";"81";"Wind blowing from the south-west";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-12.8";"1.7";"";"";"300-600";"";"";"6.0";"-5.6";"Trace of precipitation";"6";"";"";"";"";
"25.01.2019 12:00";"-3.3";"734.3";"770.5";"";"48";"Wind blowing from the south-southwest";"5";"";"";"100%.";" ";"";"";"-12.8";"-2.8";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"25.01.2019 06:00";"-11.7";"734.6";"770.8";"";"73";"Calm, no wind";"0";"";"";"no clouds";" ";"";"";"-12.8";"1.1";"";"";"";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"25.01.2019 00:00";"-8.3";"735.8";"771.9";"";"74";"Wind blowing from the north-west";"4";"";"";"no clouds";" ";"";"";"-8.3";"-1.7";"";"";"";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"24.01.2019 18:00";"-2.2";"732.9";"768.7";"";"75";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"-7.2";"1.1";"";"";"600-1000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"24.01.2019 12:00";"1.1";"730.7";"766.3";"";"70";"Wind blowing from the north-west";"5";"";"";"50%.";" ";"";"";"-5.6";"1.1";"";"";"300-600";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"24.01.2019 06:00";"-4.4";"727.0";"762.4";"";"77";"Wind blowing from the west";"2";"";"";"no clouds";" ";"";"";"-7.2";"0.6";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"24.01.2019 00:00";"-7.2";"727.0";"762.7";"";"88";"Wind blowing from the south-southwest";"2";"";"";"no clouds";" ";"";"";"-7.2";"0.6";"";"";"";"";"";"12.0";"-8.9";"";"";"";"";"";"";
"23.01.2019 18:00";"-3.9";"726.5";"762.1";"";"75";"Wind blowing from the west-northwest";"2";"";"";"no clouds";" ";"";"";"-5.6";"-3.3";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"23.01.2019 12:00";"-5.6";"727.5";"762.9";"";"78";"Wind blowing from the west-northwest";"5";"9";"";"100%.";" ";"";"";"-6.1";"0.6";"";"";"300-600";"";"";"12.0";"-8.9";"";"";"";"";"";"";
"23.01.2019 06:00";"-4.4";"726.5";"761.5";"";"84";"Wind blowing from the west-northwest";"6";"";"";"100%.";"Mist. ";"";"";"-5.0";"8.3";"";"";"100-200";"";"";"9.0";"-6.7";"";"";"";"";"";"";
"23.01.2019 00:00";"0.6";"724.3";"759.1";"";"89";"Wind blowing from the west";"6";"11";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"0.6";"8.3";"";"";"100-200";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"22.01.2019 18:00";"7.8";"722.6";"757.1";"";"89";"Wind blowing from the south-southeast";"7";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"0.6";"7.8";"";"";"100-200";"";"";"8.0";"6.1";"2.0";"6";"";"";"";"";
"22.01.2019 12:00";"7.2";"724.6";"759.4";"";"77";"Wind blowing from the south-southeast";"10";"14";"";"100%.";" ";"";"";"-1.0";"7.2";"";"";"300-600";"";"";"16.0";"3.3";"";"";"";"";"";"";
"22.01.2019 06:00";"3.9";"723.8";"758.7";"";"70";"Wind blowing from the south-southeast";"10";"13";"";"100%.";" ";"";"";"-0.5";"3.9";"";"";"600-1000";"";"";"16.0";"-1.1";"";"";"";"";"";"";
"22.01.2019 00:00";"0.6";"725.3";"760.6";"";"70";"Wind blowing from the south-southeast";"11";"16";"";"no clouds";" ";"";"";"";"0.6";"";"";"";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"21.01.2019 18:00";"0.0";"725.8";"761.3";"";"66";"Wind blowing from the south-east";"13";"17";"";"no clouds";" ";"";"";"-6.1";"1.1";"";"";"";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"21.01.2019 12:00";"-1.1";"731.4";"766.9";"";"61";"Wind blowing from the south-southeast";"12";"15";"";"no clouds";" ";"";"";"-6.7";"-1.1";"";"";"";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"21.01.2019 06:00";"-6.1";"733.3";"769.1";"";"74";"Wind blowing from the south-east";"8";"";"";"no clouds";" ";"";"";"-6.1";"1.1";"";"";"";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"21.01.2019 00:00";"-3.3";"733.9";"769.6";"";"69";"Wind blowing from the east-southeast";"4";"";"";"no clouds";" ";"";"";"-11.1";"-0.6";"";"";"";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"20.01.2019 18:00";"-1.1";"732.7";"768.7";"";"58";"Wind blowing from the east-southeast";"2";"";"";"no clouds";" ";"";"";"-11.1";"1.1";"";"";"";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"20.01.2019 12:00";"-5.0";"734.1";"770.2";"";"55";"Wind blowing from the south";"2";"";"";"no clouds";" ";"";"";"-11.7";"-4.4";"";"";"";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"20.01.2019 06:00";"-11.1";"734.6";"770.8";"";"84";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"-11.1";"";"";"";"";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"20.01.2019 00:00";"-8.9";"733.9";"769.9";"";"77";"Wind blowing from the north-northwest";"5";"";"";"no clouds";" ";"";"";"-8.9";"";"";"";"";"";"";"16.0";"-12.2";"";"";"";"";"";"";
"19.01.2019 18:00";"-6.1";"730.0";"765.6";"";"81";"Wind blowing from the north-northwest";"9";"";"";"100%.";" ";"";"";"-6.1";"0.0";"";"";"300-600";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"19.01.2019 12:00";"-4.4";"726.5";"761.5";"";"84";"Wind blowing from the north-northwest";"11";"16";"";"100%.";" ";"";"";"-4.4";"7.8";"";"";"200-300";"";"";"11.0";"-6.7";"0.5";"6";"";"";"";"";
"19.01.2019 06:00";"0.6";"721.9";"756.4";"";"89";"Wind blowing from the north-northwest";"9";"13";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"0.6";"10.0";"";"";"200-300";"";"";"4.8";"-1.1";"7.0";"6";"";"";"";"";
"19.01.2019 00:00";"7.8";"719.4";"753.7";"";"93";"Wind blowing from the south-southeast";"4";"";"";"100%.";" ";"";"";"2.8";"9.4";"";"";"200-300";"";"";"16.0";"6.7";"0.5";"6";"";"";"";"";
"18.01.2019 18:00";"9.4";"719.7";"754.0";"";"74";"Wind blowing from the south-east";"12";"16";"";"70 – 80%.";" ";"";"";"2.8";"10.0";"";"";"300-600";"";"";"16.0";"5.0";"";"";"";"";"";"";
"18.01.2019 12:00";"7.2";"725.1";"759.9";"";"80";"Wind blowing from the south-southeast";"10";"14";"";"100%.";" ";"";"";"2.8";"7.2";"";"";"300-600";"";"";"16.0";"3.9";"";"";"";"";"";"";
"18.01.2019 06:00";"3.3";"728.0";"763.0";"";"93";"Wind blowing from the south-southeast";"4";"";"";"100%.";"Mist. ";"";"";"2.8";"6.7";"";"";"50-100";"";"";"3.2";"2.2";"";"";"";"";"";"";
"18.01.2019 03:00";"3.3";"730.7";"765.6";"";"93";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"3.3";"6.1";"";"";"300-600";"";"";"9.0";"2.2";"";"";"";"";"";"";
"18.01.2019 00:00";"3.3";"730.7";"765.6";"";"93";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"3.3";"6.1";"";"";"300-600";"";"";"9.0";"2.2";"";"";"";"";"";"";
"17.01.2019 21:00";"4.4";"730.0";"764.8";"";"89";"Wind blowing from the north-northwest";"5";"";"";"100%.";"Mist. ";"";"";"4.4";"6.7";"";"";"50-100";"";"";"6.0";"2.8";"";"";"";"";"";"";
"17.01.2019 18:00";"4.4";"730.0";"764.8";"0.6";"89";"Wind blowing from the north-northwest";"5";"";"";"100%.";"Mist. ";"";"";"4.4";"6.7";"";"";"50-100";"";"";"6.0";"2.8";"";"";"";"";"";"";
"17.01.2019 15:00";"6.1";"729.4";"764.3";"";"93";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Mist. ";"";"";"6.1";"6.7";"";"";"100-200";"";"";"4.8";"5.0";"";"";"";"";"";"";
"17.01.2019 12:00";"6.1";"729.4";"764.3";"";"93";"Wind blowing from the west-northwest";"2";"";"";"100%.";"Mist. ";"";"";"6.1";"6.7";"";"";"100-200";"";"";"4.8";"5.0";"";"";"";"";"";"";
"17.01.2019 06:00";"6.1";"727.0";"761.8";"";"93";"Calm, no wind";"0";"";"";"100%.";"Mist. ";"";"";"6.1";"7.8";"";"";"100-200";"";"";"4.8";"5.0";"3.0";"6";"";"";"";"";
"17.01.2019 00:00";"6.1";"728.5";"763.1";"";"93";"Wind blowing from the south-southeast";"5";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"7.2";"";"";"100-200";"";"";"4.8";"5.0";"Trace of precipitation";"6";"";"";"";"";
"16.01.2019 18:00";"6.7";"729.2";"764.1";"";"76";"Wind blowing from the south-east";"3";"";"";"100%.";" ";"";"";"-1.6";"7.8";"";"";"600-1000";"";"";"16.0";"2.8";"";"";"";"";"";"";
"16.01.2019 12:00";"7.8";"731.4";"766.5";"";"73";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"1.1";"7.8";"";"";"600-1000";"";"";"12.0";"3.3";"";"";"";"";"";"";
"16.01.2019 06:00";"2.2";"731.7";"766.9";"";"89";"Wind blowing from the south";"3";"";"";"100%.";"Mist. ";"";"";"-1.7";"6.7";"";"";"300-600";"";"";"8.0";"0.6";"";"";"";"";"";"";
"16.01.2019 00:00";"0.6";"731.7";"767.0";"0.3";"89";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"-1.0";"4.4";"";"";"";"";"";"11.0";"-1.1";"";"";"";"";"";"";
"15.01.2019 21:00";"4.4";"731.4";"766.6";"";"77";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"-1.0";"6.7";"";"";"";"";"";"12.0";"0.6";"";"";"";"";"";"";
"15.01.2019 18:00";"4.4";"731.4";"766.6";"-2.5";"77";"Wind blowing from the south";"5";"";"";"no clouds";" ";"";"";"-1.0";"6.7";"";"";"";"";"";"12.0";"0.6";"";"";"";"";"";"";
"15.01.2019 15:00";"1.1";"733.9";"769.4";"";"92";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Mist. ";"";"";"-1.1";"1.1";"";"";"100-200";"";"";"4.8";"0.0";"";"";"";"";"";"";
"15.01.2019 12:00";"1.1";"733.9";"769.4";"-0.4";"92";"Wind blowing from the south-southwest";"4";"";"";"100%.";"Mist. ";"";"";"-1.1";"1.1";"";"";"100-200";"";"";"4.8";"0.0";"";"";"";"";"";"";
"15.01.2019 09:00";"-1.1";"734.3";"769.9";"";"92";"Wind blowing from the south-west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"-1.1";"";"";"";"50-100";"";"";"0.8";"-2.2";"";"";"";"";"";"";
"15.01.2019 06:00";"-1.1";"734.3";"769.9";"";"92";"Wind blowing from the south-west";"2";"";"";"Sky obscured by fog and/or other meteorological phenomena.";"Fog or ice fog in patches. ";"";"";"-1.1";"";"";"";"50-100";"";"";"0.8";"-2.2";"";"";"";"";"";"";
"15.01.2019 03:00";"-0.6";"735.3";"771.1";"";"89";"Wind blowing from the west";"2";"";"";"100%.";"Mist. ";"";"";"-1.1";"0.0";"";"";"100-200";"";"";"9.0";"-2.2";"";"";"";"";"";"";
"15.01.2019 00:00";"-0.6";"735.3";"771.1";"";"89";"Wind blowing from the west";"2";"";"";"100%.";"Mist. ";"";"";"-1.1";"0.0";"";"";"100-200";"";"";"9.0";"-2.2";"";"";"";"";"";"";
"14.01.2019 21:00";"-0.6";"735.3";"771.0";"";"85";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"-1.1";"";"";"";"200-300";"";"";"14.0";"-2.8";"";"";"";"";"";"";
"14.01.2019 18:00";"-0.6";"735.3";"771.0";"";"85";"Wind blowing from the south-west";"3";"";"";"100%.";" ";"";"";"-1.1";"";"";"";"200-300";"";"";"14.0";"-2.8";"";"";"";"";"";"";
"14.01.2019 12:00";"-0.6";"737.3";"773.0";"";"85";"Wind blowing from the west";"2";"";"";"100%.";" ";"";"";"-1.1";"-0.6";"";"";"200-300";"";"";"11.0";"-2.8";"";"";"";"";"";"";
"14.01.2019 09:00";"-1.1";"737.3";"772.9";"";"88";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"-1.1";"0.0";"";"";"200-300";"";"";"11.0";"-2.8";"";"";"";"";"";"";
"14.01.2019 06:00";"-1.1";"737.3";"772.9";"";"88";"Wind blowing from the north-west";"2";"";"";"100%.";" ";"";"";"-1.1";"0.0";"";"";"200-300";"";"";"11.0";"-2.8";"";"";"";"";"";"";
"14.01.2019 03:00";"-1.1";"737.5";"773.3";"";"92";"Wind blowing from the north";"3";"";"";"100%.";"Mist. ";"";"";"-1.1";"0.0";"";"";"50-100";"";"";"4.8";"-2.2";"";"";"";"";"";"";
"14.01.2019 00:00";"-1.1";"737.5";"773.3";"0.9";"92";"Wind blowing from the north";"3";"";"";"100%.";"Mist. ";"";"";"-1.1";"0.0";"";"";"50-100";"";"";"4.8";"-2.2";"";"";"";"";"";"";
"13.01.2019 21:00";"-0.6";"736.6";"772.3";"";"89";"Wind blowing from the north";"5";"";"";"100%.";"Mist. ";"";"";"-0.6";"0.0";"";"";"200-300";"";"";"8.0";"-2.2";"";"";"";"";"";"";
"13.01.2019 18:00";"-0.6";"736.6";"772.3";"0.8";"89";"Wind blowing from the north";"5";"";"";"100%.";"Mist. ";"";"";"-0.6";"0.0";"";"";"200-300";"";"";"8.0";"-2.2";"";"";"";"";"";"";
"13.01.2019 15:00";"-0.6";"735.8";"771.6";"";"89";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Mist. ";"";"";"-1.1";"0.0";"";"";"200-300";"";"";"9.0";"-2.2";"";"";"";"";"";"";
"13.01.2019 12:00";"-0.6";"735.8";"771.6";"2.7";"89";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Mist. ";"";"";"-1.1";"0.0";"";"";"200-300";"";"";"9.0";"-2.2";"";"";"";"";"";"";
"13.01.2019 09:00";"-0.6";"733.1";"768.6";"";"85";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"-0.6";"";"";"";"300-600";"";"";"11.0";"-2.8";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 06:00";"-0.6";"733.1";"768.6";"";"85";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"-0.6";"2.8";"";"";"300-600";"";"";"11.0";"-2.8";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 03:00";"0.0";"730.9";"766.3";"";"88";"Wind blowing from the north-west";"5";"19";"";"100%.";" ";"";"";"0.0";"1.1";"";"";"200-300";"";"";"14.0";"-1.7";"";"";"";"";"";"";
"13.01.2019 00:00";"0.0";"730.9";"766.3";"";"88";"Wind blowing from the north-west";"5";"10";"";"100%.";" ";"";"";"0.0";"1.1";"";"";"200-300";"";"";"14.0";"-1.7";"";"";"";"";"";"";
"12.01.2019 18:00";"1.7";"727.7";"762.9";"2.4";"89";"Wind blowing from the north-northwest";"6";"";"";"100%.";" ";"";"";"1.1";"2.8";"";"";"200-300";"";"";"11.0";"0.0";"Trace of precipitation";"6";"";"";"";"";
"12.01.2019 15:00";"2.2";"725.3";"760.2";"";"89";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"1.1";"2.2";"";"";"100-200";"";"";"11.0";"0.6";"5.0";"6";"";"";"";"";
"12.01.2019 12:00";"2.2";"725.3";"760.2";"0.0";"89";"Wind blowing from the south-east";"5";"";"";"100%.";" ";"";"";"1.1";"2.2";"";"";"100-200";"";"";"11.0";"0.6";"5.0";"6";"";"";"";"";
"12.01.2019 09:00";"1.1";"725.3";"760.4";"";"89";"Wind blowing from the south-east";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.1";"3.9";"";"";"200-300";"";"";"9.0";"-0.6";"9.0";"6";"";"";"";"";
"12.01.2019 06:00";"1.1";"725.3";"760.4";"";"89";"Wind blowing from the south-east";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.1";"3.9";"";"";"200-300";"";"";"9.0";"-0.6";"9.0";"6";"";"";"";"";
"12.01.2019 00:00";"1.1";"727.7";"763.0";"";"89";"Wind blowing from the south-southeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.1";"3.9";"";"";"200-300";"";"";"9.0";"-0.6";"12.0";"6";"";"";"";"";
"11.01.2019 18:00";"1.1";"728.7";"764.1";"";"89";"Wind blowing from the south-east";"6";"";"";"100%.";"Rain, not freezing, continuous, moderate at time of observation. ";"";"";"1.1";"1.7";"";"";"200-300";"";"";"4.8";"-0.6";"7.0";"6";"";"";"";"";
"11.01.2019 12:00";"1.1";"730.7";"765.8";"-1.0";"89";"Wind blowing from the south-southeast";"6";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"0.6";"3.9";"";"";"200-300";"";"";"11.0";"-0.6";"2.0";"6";"";"";"";"";
"11.01.2019 09:00";"1.1";"731.7";"766.9";"";"85";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"1.1";"6.7";"";"";"600-1000";"";"";"16.0";"-1.1";"3.0";"6";"";"";"";"";
"11.01.2019 06:00";"1.1";"731.7";"766.9";"";"85";"Wind blowing from the south-east";"6";"";"";"100%.";" ";"";"";"1.1";"6.7";"";"";"600-1000";"";"";"16.0";"-1.1";"3.0";"6";"";"";"";"";
"11.01.2019 03:00";"3.9";"732.4";"767.5";"";"48";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"";"5.0";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"11.01.2019 00:00";"3.9";"732.4";"767.5";"";"48";"Wind blowing from the south-southeast";"5";"";"";"100%.";" ";"";"";"";"5.0";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"10.01.2019 21:00";"5.0";"733.6";"769.1";"";"47";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"-6.0";"6.7";"";"";"2000-2500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"10.01.2019 18:00";"5.0";"733.6";"769.1";"";"47";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"-6.0";"6.7";"";"";"2000-2500";"";"";"16.0";"-5.6";"";"";"";"";"";"";
"10.01.2019 12:00";"3.9";"735.3";"770.9";"-0.5";"46";"Wind blowing from the south";"3";"";"";"no clouds";" ";"";"";"-4.4";"3.9";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"10.01.2019 09:00";"-2.8";"735.8";"771.5";"";"66";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"-6.1";"5.6";"";"";"";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"10.01.2019 06:00";"-2.8";"735.8";"771.5";"";"66";"Wind blowing from the east";"3";"";"";"no clouds";" ";"";"";"-6.1";"5.6";"";"";"";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"10.01.2019 00:00";"-2.8";"736.8";"772.6";"";"63";"Wind blowing from the north";"2";"";"";"no clouds";" ";"";"";"-3.3";"2.8";"";"";"";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"09.01.2019 21:00";"0.6";"737.5";"773.2";"";"52";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"-0.5";"5.6";"";"";"";"";"";"12.0";"-8.3";"";"";"";"";"";"";
"09.01.2019 18:00";"0.6";"737.5";"773.2";"-1.2";"52";"Wind blowing from the north-northwest";"3";"";"";"no clouds";" ";"";"";"-0.5";"5.6";"";"";"";"";"";"12.0";"-8.3";"";"";"";"";"";"";
"09.01.2019 15:00";"3.9";"738.7";"774.4";"";"34";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"-1.1";"4.4";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"09.01.2019 12:00";"3.9";"738.7";"774.4";"0.4";"34";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"-1.1";"4.4";"";"";"";"";"";"16.0";"-10.6";"";"";"";"";"";"";
"09.01.2019 09:00";"-0.6";"738.3";"773.7";"";"64";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"-0.6";"11.7";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"09.01.2019 06:00";"-0.6";"738.3";"773.7";"";"64";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"-0.6";"11.7";"";"";"";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"09.01.2019 03:00";"2.8";"737.5";"772.7";"";"52";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"2.8";"9.4";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"09.01.2019 00:00";"2.8";"737.5";"772.7";"2.2";"52";"Wind blowing from the west-northwest";"3";"";"";"no clouds";" ";"";"";"2.8";"9.4";"";"";"";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"08.01.2019 21:00";"6.7";"735.3";"770.5";"";"43";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"3.9";"11.7";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"08.01.2019 18:00";"6.7";"735.3";"770.5";"";"43";"Wind blowing from the north-west";"5";"";"";"no clouds";" ";"";"";"3.9";"11.7";"";"";"";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"08.01.2019 12:00";"10.6";"733.6";"768.4";"4.4";"48";"Wind blowing from the north-northwest";"6";"";"";"no clouds";" ";"";"";"6.1";"10.6";"";"";"";"";"";"16.0";"0.0";"";"";"";"";"";"";
