# Weather station Newark (airport), USA, WMO_ID=72502,selection from 29.11.2018 till 30.11.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=72502&lang=en
#
"Local time in Newark (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"18.01.2019 04:00";"-0.6";"766.6";"767.2";"";"69";"Wind blowing from the north-east";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"-5.6";"Trace of precipitation";"6";"";"";"";"";
"18.01.2019 01:00";"-0.6";"766.6";"767.2";"";"69";"Wind blowing from the north-east";"3";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"";"";"";"";"600-1000";"";"";"12.0";"-5.6";"Trace of precipitation";"6";"";"";"";"";
"17.01.2019 22:00";"-1.1";"769.2";"769.9";"";"56";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"-4.4";"0.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"17.01.2019 19:00";"-1.1";"769.2";"769.9";"-1.3";"56";"Wind blowing from the south-southeast";"2";"";"";"100%.";" ";"";"";"-4.4";"0.0";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"17.01.2019 16:00";"-1.1";"770.5";"771.0";"";"36";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"-4.4";"-0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-14.4";"";"";"";"";"";"";
"17.01.2019 13:00";"-1.1";"770.5";"771.0";"";"36";"Wind blowing from the east-northeast";"3";"";"";"70 – 80%.";" ";"";"";"-4.4";"-0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-14.4";"";"";"";"";"";"";
"17.01.2019 07:00";"-4.4";"771.0";"771.6";"";"48";"Wind blowing from the north";"3";"9";"";"70 – 80%.";" ";"";"";"-4.4";"3.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"17.01.2019 01:00";"-0.6";"767.9";"768.6";"";"49";"Wind blowing from the north-northwest";"6";"";"";"70 – 80%.";" ";"";"";"-5.0";"3.9";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-10.0";"";"";"";"";"";"";
"16.01.2019 19:00";"3.3";"764.4";"764.9";"";"48";"Wind blowing from the west-southwest";"5";"";"";"70 – 80%.";" ";"";"";"-4.9";"3.9";"";"";"1500-2000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"16.01.2019 13:00";"2.2";"762.6";"763.2";"";"59";"Wind blowing from the west";"7";"";"";"100%.";" ";"";"";"-2.8";"2.8";"";"";"600-1000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"16.01.2019 07:00";"-2.8";"762.9";"763.4";"";"75";"Wind blowing from the south-west";"4";"";"";"70 – 80%.";" ";"";"";"-5.0";"3.3";"";"";"600-1000";"";"";"16.0";"-6.7";"";"";"";"";"";"";
"16.01.2019 01:00";"-3.9";"763.3";"764.0";"-1.6";"72";"Wind blowing from the west-southwest";"2";"";"";"20–30%.";" ";"";"";"-6.7";"1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.3";"";"";"";"";"";"";
"15.01.2019 22:00";"1.1";"764.9";"765.4";"";"48";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"-6.6";"3.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"15.01.2019 19:00";"1.1";"764.9";"765.4";"0.3";"48";"Wind blowing from the west";"4";"";"";"20–30%.";" ";"";"";"-6.6";"3.3";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"15.01.2019 16:00";"1.7";"764.6";"765.2";"";"44";"Wind blowing from the north-northwest";"4";"";"";"70 – 80%.";" ";"";"";"-6.7";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"15.01.2019 13:00";"1.7";"764.6";"765.2";"-0.3";"44";"Wind blowing from the north-northwest";"4";"";"";"70 – 80%.";" ";"";"";"-6.7";"1.7";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-9.4";"";"";"";"";"";"";
"15.01.2019 10:00";"-6.1";"764.9";"765.4";"";"68";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"-6.7";"1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"15.01.2019 07:00";"-6.1";"764.9";"765.4";"";"68";"Wind blowing from the north-northeast";"3";"";"";"20–30%.";" ";"";"";"-6.7";"1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"15.01.2019 04:00";"-4.4";"764.6";"765.2";"";"60";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"-6.7";"-0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"15.01.2019 01:00";"-4.4";"764.6";"765.2";"";"60";"Wind blowing from the north";"2";"";"";"20–30%.";" ";"";"";"-6.7";"-0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"14.01.2019 22:00";"-0.6";"765.4";"766.0";"";"40";"Wind blowing from the north-northwest";"2";"";"";"20–30%.";" ";"";"";"-6.7";"1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"14.01.2019 19:00";"-0.6";"765.4";"766.0";"";"40";"Wind blowing from the north-northwest";"2";"";"";"20–30%.";" ";"";"";"-6.7";"1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"14.01.2019 13:00";"-0.6";"767.2";"767.8";"";"45";"Wind blowing from the north";"6";"";"";"20–30%.";" ";"";"";"-6.7";"-0.6";"";"";"1000-1500";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"14.01.2019 10:00";"-6.1";"768.2";"768.9";"";"68";"Wind blowing from the north";"5";"";"";"70 – 80%.";" ";"";"";"-6.7";"0.6";"";"";"600-1000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"14.01.2019 07:00";"-6.1";"768.2";"768.9";"";"68";"Wind blowing from the north";"5";"";"";"70 – 80%.";" ";"";"";"-6.7";"0.6";"";"";"600-1000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"14.01.2019 04:00";"-5.0";"768.4";"769.0";"";"55";"Wind blowing from the north";"7";"";"";"50%.";" ";"";"";"-5.0";"-1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"14.01.2019 01:00";"-5.0";"768.4";"769.0";"-0.8";"55";"Wind blowing from the north";"7";"";"";"50%.";" ";"";"";"-5.0";"-1.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"13.01.2019 22:00";"-2.2";"769.2";"769.8";"";"44";"Wind blowing from the north-northeast";"7";"";"";"70 – 80%.";" ";"";"";"-5.0";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"13.01.2019 19:00";"-2.2";"769.2";"769.8";"-1.3";"44";"Wind blowing from the north-northeast";"7";"";"";"70 – 80%.";" ";"";"";"-5.0";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-12.8";"";"";"";"";"";"";
"13.01.2019 16:00";"-1.1";"770.5";"771.1";"";"39";"Wind blowing from the north";"5";"";"";"70 – 80%.";" ";"";"";"-5.0";"-1.1";"";"";"1500-2000";"";"";"16.0";"-13.3";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 13:00";"-1.1";"770.5";"771.1";"-2.5";"39";"Wind blowing from the north";"5";"";"";"70 – 80%.";" ";"";"";"-5.0";"-1.1";"";"";"1500-2000";"";"";"16.0";"-13.3";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 10:00";"-5.0";"773.0";"773.5";"";"72";"Wind blowing from the north-northeast";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-5.0";"1.7";"";"";"600-1000";"";"";"9.0";"-9.4";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 07:00";"-5.0";"773.0";"773.5";"";"72";"Wind blowing from the north-northeast";"5";"";"";"100%.";"Continuous fall of snowflakes, slight at time of observation. ";"";"";"-5.0";"1.7";"";"";"600-1000";"";"";"9.0";"-9.4";"Trace of precipitation";"6";"";"";"";"";
"13.01.2019 04:00";"-1.1";"773.2";"773.8";"";"47";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"0.0";"";"";"1500-2000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"13.01.2019 01:00";"-1.1";"773.2";"773.8";"";"47";"Wind blowing from the north-east";"3";"";"";"100%.";" ";"";"";"";"0.0";"";"";"1500-2000";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"12.01.2019 19:00";"0.0";"774.3";"774.8";"0.3";"32";"Wind blowing from the north-west";"3";"";"";"100%.";" ";"";"";"-6.6";"1.7";"";"";"2000-2500";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"12.01.2019 16:00";"0.6";"774.0";"774.6";"";"30";"";"2";"";"";"70 – 80%.";" ";"";"";"-6.7";"1.1";"";"";"2000-2500";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"12.01.2019 13:00";"0.6";"774.0";"774.6";"-0.5";"30";"";"2";"";"";"70 – 80%.";" ";"";"";"-6.7";"1.1";"";"";"2000-2500";"";"";"16.0";"-15.0";"";"";"";"";"";"";
"12.01.2019 10:00";"-6.7";"774.5";"775.2";"";"57";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"-6.7";"";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"12.01.2019 07:00";"-6.7";"774.5";"775.2";"";"57";"Wind blowing from the west";"3";"";"";"70 – 80%.";" ";"";"";"-6.7";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.9";"";"";"";"";"";"";
"12.01.2019 01:00";"-5.6";"773.0";"773.5";"";"42";"Wind blowing from the west";"5";"";"";"no clouds";" ";"";"";"-6.1";"-2.2";"";"";"";"";"";"16.0";"-16.7";"";"";"";"";"";"";
"11.01.2019 19:00";"-3.3";"770.2";"770.9";"";"34";"Wind blowing from the north-west";"5";"10";"";"20–30%.";" ";"";"";"-6.1";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-17.2";"";"";"";"";"";"";
"11.01.2019 13:00";"-0.6";"767.4";"767.9";"1.5";"26";"Wind blowing from the north-west";"8";"14";"";"50%.";" ";"";"";"-6.1";"-0.6";"";"";"1500-2000";"";"";"16.0";"-17.8";"";"";"";"";"";"";
"11.01.2019 10:00";"-6.1";"765.9";"766.5";"";"47";"Wind blowing from the north-west";"6";"21";"";"70 – 80%.";" ";"";"";"-6.1";"2.2";"";"";"1000-1500";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"11.01.2019 07:00";"-6.1";"765.9";"766.5";"";"47";"Wind blowing from the north-west";"6";"11";"";"70 – 80%.";" ";"";"";"-6.1";"2.2";"";"";"1000-1500";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"11.01.2019 04:00";"-2.2";"761.8";"762.4";"";"51";"Wind blowing from the north-west";"10";"26";"";"70 – 80%.";" ";"";"";"-2.2";"0.6";"";"";"1000-1500";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"11.01.2019 01:00";"-2.2";"761.8";"762.4";"";"51";"Wind blowing from the north-west";"10";"13";"";"70 – 80%.";" ";"";"";"-2.2";"0.6";"";"";"1000-1500";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"10.01.2019 22:00";"-0.6";"759.3";"759.7";"";"54";"Wind blowing from the west-northwest";"6";"";"";"20–30%.";" ";"";"";"-1.1";"2.2";"";"";"1000-1500";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"10.01.2019 19:00";"-0.6";"759.3";"759.7";"";"54";"Wind blowing from the west-northwest";"6";"";"";"20–30%.";" ";"";"";"-1.1";"2.2";"";"";"1000-1500";"";"";"16.0";"-8.9";"";"";"";"";"";"";
"10.01.2019 13:00";"0.6";"755.0";"755.5";"1.8";"45";"Wind blowing from the north-west";"10";"13";"";"100%.";" ";"";"";"-0.6";"1.1";"";"";"600-1000";"";"";"16.0";"-10.0";"Trace of precipitation";"6";"";"";"";"";
"10.01.2019 10:00";"0.0";"753.2";"753.7";"";"54";"Wind blowing from the west-northwest";"8";"20";"";"100%.";" ";"";"";"-1.1";"7.8";"";"";"1000-1500";"";"";"16.0";"-8.3";"Trace of precipitation";"6";"";"";"";"";
"10.01.2019 07:00";"0.0";"753.2";"753.7";"";"54";"Wind blowing from the west-northwest";"8";"10";"";"100%.";" ";"";"";"-1.1";"7.8";"";"";"1000-1500";"";"";"16.0";"-8.3";"Trace of precipitation";"6";"";"";"";"";
"10.01.2019 01:00";"0.6";"751.9";"752.5";"";"49";"Wind blowing from the west";"6";"10";"";"70 – 80%.";" ";"";"";"0.6";"5.6";"";"";"1500-2000";"";"";"16.0";"-8.9";"Trace of precipitation";"6";"";"";"";"";
"09.01.2019 22:00";"3.3";"752.5";"753.1";"";"44";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"3.3";"7.8";"";"";"1500-2000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"09.01.2019 19:00";"3.3";"752.5";"753.1";"2.4";"44";"Wind blowing from the west";"6";"";"";"70 – 80%.";" ";"";"";"3.3";"7.8";"";"";"1500-2000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"09.01.2019 16:00";"7.2";"750.1";"750.7";"";"42";"Wind blowing from the west-northwest";"9";"28";"";"70 – 80%.";" ";"";"";"4.4";"7.8";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"09.01.2019 13:00";"7.2";"750.1";"750.7";"-0.3";"42";"Wind blowing from the west-northwest";"9";"14";"";"70 – 80%.";" ";"";"";"4.4";"7.8";"";"";"1500-2000";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"09.01.2019 10:00";"5.6";"750.4";"751.1";"";"58";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"5.0";"6.7";"";"";"1000-1500";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"09.01.2019 07:00";"5.6";"750.4";"751.1";"";"58";"Wind blowing from the west";"7";"";"";"20–30%.";" ";"";"";"5.0";"6.7";"";"";"1000-1500";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"09.01.2019 04:00";"5.0";"749.9";"750.6";"";"100";"Wind blowing from the south-west";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.1";"5.6";"";"";"50-100";"";"";"9.0";"5.0";"4.0";"6";"";"";"";"";
"09.01.2019 01:00";"5.0";"749.9";"750.6";"-5.1";"100";"Wind blowing from the south-west";"3";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.1";"5.6";"";"";"50-100";"";"";"9.0";"5.0";"4.0";"6";"";"";"";"";
"08.01.2019 22:00";"5.0";"755.0";"755.6";"";"93";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"1.1";"6.7";"";"";"300-600";"";"";"11.0";"3.9";"";"";"";"";"";"";
"08.01.2019 19:00";"5.0";"755.0";"755.6";"";"93";"Wind blowing from the south-southwest";"2";"";"";"100%.";" ";"";"";"1.1";"6.7";"";"";"300-600";"";"";"11.0";"3.9";"";"";"";"";"";"";
"08.01.2019 13:00";"5.0";"758.8";"759.4";"-5.3";"96";"";"2";"";"";"100%.";"Mist. ";"";"";"-0.5";"6.1";"";"";"50-100";"";"";"3.2";"4.4";"Trace of precipitation";"6";"";"";"";"";
"08.01.2019 12:00";"5.0";"758.8";"759.4";"";"96";"";"2";"";"";"100%.";"Mist. ";"";"";"-0.5";"6.1";"";"";"50-100";"";"";"3.2";"4.4";"Trace of precipitation";"6";"";"";"";"";
"08.01.2019 10:00";"2.8";"764.1";"764.8";"";"93";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"0.0";"2.8";"";"";"200-300";"";"";"11.0";"1.7";"1.0";"6";"";"";"";"";
"08.01.2019 07:00";"2.8";"764.1";"764.8";"-4.1";"93";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"0.0";"2.8";"";"";"200-300";"";"";"11.0";"1.7";"1.0";"6";"";"";"";"";
"08.01.2019 06:00";"2.8";"764.1";"764.8";"";"93";"Wind blowing from the north-northeast";"2";"";"";"100%.";" ";"";"";"0.0";"2.8";"";"";"200-300";"";"";"11.0";"1.7";"1.0";"6";"";"";"";"";
"08.01.2019 04:00";"1.1";"768.2";"768.8";"";"59";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"1.1";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"08.01.2019 01:00";"1.1";"768.2";"768.8";"-3.0";"59";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"1.1";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"08.01.2019 00:00";"1.1";"768.2";"768.8";"";"59";"Wind blowing from the west-southwest";"2";"";"";"100%.";" ";"";"";"";"1.1";"";"";"1500-2000";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"07.01.2019 22:00";"0.0";"771.2";"771.8";"";"30";"";"2";"";"";"100%.";" ";"";"";"-3.9";"1.1";"";"";"1500-2000";"";"";"16.0";"-15.6";"Trace of precipitation";"6";"";"";"";"";
"07.01.2019 19:00";"0.0";"771.2";"771.8";"-1.3";"30";"";"2";"";"";"100%.";" ";"";"";"-3.9";"1.1";"";"";"1500-2000";"";"";"16.0";"-15.6";"Trace of precipitation";"6";"";"";"";"";
"07.01.2019 18:00";"0.0";"771.2";"771.8";"";"30";"";"2";"";"";"100%.";" ";"";"";"-3.9";"1.1";"";"";"1500-2000";"";"";"16.0";"-15.6";"Trace of precipitation";"6";"";"";"";"";
"07.01.2019 16:00";"0.0";"772.5";"773.2";"";"30";"Wind blowing from the north";"6";"17";"";"70 – 80%.";" ";"";"";"-3.9";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"07.01.2019 13:00";"0.0";"772.5";"773.2";"";"30";"Wind blowing from the north";"6";"9";"";"70 – 80%.";" ";"";"";"-3.9";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"07.01.2019 12:00";"0.0";"772.5";"773.2";"";"30";"Wind blowing from the north";"6";"17";"";"70 – 80%.";" ";"";"";"-3.9";"0.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-15.6";"";"";"";"";"";"";
"07.01.2019 10:00";"-3.9";"773.5";"774.1";"";"48";"Wind blowing from the north-northwest";"5";"";"";"20–30%.";" ";"";"";"-3.9";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"07.01.2019 07:00";"-3.9";"773.5";"774.1";"3.6";"48";"Wind blowing from the north-northwest";"5";"";"";"20–30%.";" ";"";"";"-3.9";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"07.01.2019 06:00";"-3.9";"773.5";"774.1";"";"48";"Wind blowing from the north-northwest";"5";"";"";"20–30%.";" ";"";"";"-3.9";"10.6";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-13.3";"";"";"";"";"";"";
"07.01.2019 04:00";"-1.1";"769.9";"770.5";"";"47";"Wind blowing from the north-west";"7";"";"";"no clouds";" ";"";"";"-1.1";"6.1";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"07.01.2019 01:00";"-1.1";"769.9";"770.5";"4.8";"47";"Wind blowing from the north-west";"7";"";"";"no clouds";" ";"";"";"-1.1";"6.1";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"07.01.2019 00:00";"-1.1";"769.9";"770.5";"";"47";"Wind blowing from the north-west";"7";"";"";"no clouds";" ";"";"";"-1.1";"6.1";"";"";"";"";"";"16.0";"-11.1";"";"";"";"";"";"";
"06.01.2019 22:00";"3.9";"765.1";"765.7";"";"43";"Wind blowing from the north-west";"7";"20";"";"50%.";" ";"";"";"3.3";"10.6";"";"";"1500-2000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"06.01.2019 19:00";"3.9";"765.1";"765.7";"6.0";"43";"Wind blowing from the north-west";"7";"10";"";"50%.";" ";"";"";"3.3";"10.6";"";"";"1500-2000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"06.01.2019 18:00";"3.9";"765.1";"765.7";"";"43";"Wind blowing from the north-west";"7";"20";"";"50%.";" ";"";"";"3.3";"10.6";"";"";"1500-2000";"";"";"16.0";"-7.8";"";"";"";"";"";"";
"06.01.2019 16:00";"10.0";"759.1";"759.7";"";"41";"Wind blowing from the west-northwest";"10";"27";"";"70 – 80%.";" ";"";"";"5.6";"10.0";"";"";"1000-1500";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"06.01.2019 13:00";"10.0";"759.1";"759.7";"2.4";"41";"Wind blowing from the west-northwest";"10";"14";"";"70 – 80%.";" ";"";"";"5.6";"10.0";"";"";"1000-1500";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"06.01.2019 12:00";"10.0";"759.1";"759.7";"";"41";"Wind blowing from the west-northwest";"10";"27";"";"70 – 80%.";" ";"";"";"5.6";"10.0";"";"";"1000-1500";"";"";"16.0";"-2.8";"";"";"";"";"";"";
"06.01.2019 10:00";"5.6";"756.7";"757.3";"";"76";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"3.3";"8.3";"";"";"1000-1500";"";"";"16.0";"1.7";"";"";"";"";"";"";
"06.01.2019 07:00";"5.6";"756.7";"757.3";"";"76";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"3.3";"8.3";"";"";"1000-1500";"";"";"16.0";"1.7";"";"";"";"";"";"";
"06.01.2019 06:00";"5.6";"756.7";"757.3";"";"76";"Wind blowing from the south-west";"4";"";"";"100%.";" ";"";"";"3.3";"8.3";"";"";"1000-1500";"";"";"16.0";"1.7";"";"";"";"";"";"";
"06.01.2019 01:00";"4.4";"754.7";"755.4";"";"70";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"4.4";"8.3";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"06.01.2019 00:00";"4.4";"754.7";"755.4";"";"70";"Wind blowing from the west-northwest";"4";"";"";"no clouds";" ";"";"";"4.4";"8.3";"";"";"";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"05.01.2019 19:00";"7.8";"751.7";"752.2";"";"89";"Wind blowing from the north-west";"4";"";"";"100%.";" ";"";"";"5.6";"8.3";"";"";"600-1000";"";"";"16.0";"6.1";"2.0";"6";"";"";"";"";
"05.01.2019 13:00";"6.7";"745.9";"746.5";"";"96";"Wind blowing from the north";"8";"";"";"100%.";" ";"";"";"6.1";"7.2";"";"";"200-300";"";"";"11.0";"6.1";"6.0";"6";"";"";"";"";
"05.01.2019 07:00";"6.1";"749.7";"750.4";"";"97";"Wind blowing from the north-northeast";"4";"";"";"100%.";"Drizzle, not freezing, continuous, slight at time of observation. ";"";"";"5.6";"7.8";"";"";"50-100";"";"";"4.8";"5.6";"7.0";"6";"";"";"";"";
"05.01.2019 01:00";"6.1";"754.2";"754.8";"";"86";"Wind blowing from the east-northeast";"2";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"";"7.2";"";"";"600-1000";"";"";"11.0";"3.9";"0.5";"6";"";"";"";"";
"04.01.2019 19:00";"6.1";"758.0";"758.7";"";"74";"Wind blowing from the south-southwest";"3";"";"";"100%.";" ";"";"";"-1.6";"7.8";"";"";"1500-2000";"";"";"16.0";"1.7";"";"";"";"";"";"";
"04.01.2019 13:00";"7.2";"759.6";"760.0";"";"54";"Wind blowing from the west-southwest";"7";"";"";"100%.";" ";"";"";"-1.1";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-1.7";"";"";"";"";"";"";
"04.01.2019 07:00";"-1.1";"761.6";"762.3";"";"82";"Wind blowing from the south-west";"4";"";"";"50%.";" ";"";"";"-1.7";"7.2";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"04.01.2019 01:00";"0.6";"762.1";"762.5";"";"72";"Wind blowing from the west-southwest";"3";"";"";"50%.";" ";"";"";"0.0";"6.1";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-3.9";"";"";"";"";"";"";
"03.01.2019 19:00";"3.9";"762.1";"762.6";"";"53";"Wind blowing from the north-west";"3";"";"";"70 – 80%.";" ";"";"";"3.9";"7.2";"";"";"1000-1500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"03.01.2019 13:00";"6.7";"759.6";"760.0";"";"53";"Wind blowing from the north-west";"7";"12";"";"70 – 80%.";" ";"";"";"2.8";"7.2";"";"";"600-1000";"";"";"16.0";"-2.2";"Trace of precipitation";"6";"";"";"";"";
"03.01.2019 07:00";"5.6";"758.3";"758.9";"";"82";"Wind blowing from the west-southwest";"4";"";"";"70 – 80%.";" ";"";"";"2.8";"5.6";"";"";"300-600";"";"";"16.0";"2.8";"Trace of precipitation";"6";"";"";"";"";
"03.01.2019 01:00";"4.4";"762.9";"763.5";"";"73";"Calm, no wind";"0";"";"";"100%.";"Rain, not freezing, continuous, slight at time of observation. ";"";"";"1.7";"4.4";"";"";"600-1000";"";"";"16.0";"0.0";"Trace of precipitation";"6";"";"";"";"";
"02.01.2019 19:00";"3.3";"767.4";"768.1";"";"62";"Wind blowing from the south-southeast";"3";"";"";"100%.";" ";"";"";"1.7";"5.0";"";"";"600-1000";"";"";"16.0";"-3.3";"";"";"";"";"";"";
"02.01.2019 13:00";"4.4";"769.0";"769.6";"";"51";"";"2";"";"";"70 – 80%.";" ";"";"";"1.7";"5.0";"";"";"1000-1500";"";"";"16.0";"-5.0";"";"";"";"";"";"";
"02.01.2019 07:00";"1.7";"769.5";"769.9";"";"57";"Wind blowing from the north-west";"4";"";"";"70 – 80%.";" ";"";"";"1.7";"14.4";"";"";"2500 or more, or no clouds.";"";"";"16.0";"-6.1";"";"";"";"";"";"";
"02.01.2019 01:00";"3.9";"766.2";"766.8";"";"55";"Wind blowing from the north-northwest";"7";"";"";"70 – 80%.";" ";"";"";"3.9";"13.3";"";"";"1000-1500";"";"";"16.0";"-4.4";"";"";"";"";"";"";
"01.01.2019 19:00";"7.2";"763.6";"764.2";"";"58";"Wind blowing from the north-northwest";"5";"";"";"70 – 80%.";" ";"";"";"7.2";"14.4";"";"";"1000-1500";"";"";"16.0";"-0.6";"";"";"";"";"";"";
"01.01.2019 13:00";"13.3";"756.7";"757.5";"";"49";"Wind blowing from the north-northwest";"13";"15";"";"70 – 80%.";" ";"";"";"6.1";"14.4";"";"";"1000-1500";"";"";"16.0";"2.8";"";"";"";"";"";"";
"01.01.2019 07:00";"13.3";"751.7";"752.4";"";"90";"Wind blowing from the west-southwest";"8";"12";"";"70 – 80%.";" ";"";"";"6.7";"13.3";"";"";"200-300";"";"";"16.0";"11.7";"1.0";"6";"";"";"";"";
